9180,14159
9472,14159
10742,14159
10509,14159
11339,14159
11721,14159
11587,14159
11873,14159
11343,14159
11996,14159
13143,14159
16709,14159
11198,14159
10919,14159
12387,14159
12616,14159
13487,14159
13619,14159
13438,14159
14086,14159
13173,14159
14042,14159
15760,14159
19991,14159
13164,14159
13396,14159
15287,14159
14467,14159
16085,14159
16024,14159
15619,14159
16358,14159
14713,14159
15895,14159
18153,14159
22091,14159
15163,14159
15345,14159
17000,14159
16627,14159
18067,14159
17608,14159
17747,14159
18906,14159
16729,14159
18135,14159
20318,14159
24641,14159
17664,14159
17884,14159
18664,14159
19000,14159
20590,14159
19567,14159
20099,14159
20016,14159
18671,14159
20533,14159
21999,14159
27643,14159
19398,14159
19287,14159
21338,14159
21125,14159
22547,14159
22390,14159
22775,14159
22626,14159
21571,14159
23246,14159
24745,14159
30872,14159
21710,14159
21697,14159
23380,14159
24005,14159
24820,14159
24528,14159
24545,14159
24737,14159
23513,14159
24515,14159
26605,14159
33901,14159
23826,14159
23432,14159
26305,14159
25435,14159
27163,14159
27231,14159
26736,14159
27534,14159
25356,14159
26270,14159
29236,14159
36439,14159
25783,14159
26640,14159
28647,14159
27143,14159
30881,14159
29734,14159
29523,14159
30332,14159
26881,14159
28531,14159
31171,14159
36855,14159
27745,14159
27118,14159
28683,14159
28305,14159
30734,14159
29163,14159
29269,14159
29912,14159
27094,14159
29611,14159
30985,14159
37851,14159
28370,14159
28465,14159
30078,14159
29578,14159
31519,14159
30078,14159
30812,14159
30836,14159
28412,14159
30642,14159
32754,14159
39486,14159
29121,14159
29232,14159
31319,14159
31745,14159
32683,14159
31892,14159
32721,14159
32604,14159
30678,14159
32458,14159
34452,14159
41682,14159
30602,14159
32447,14159
34168,14159
32825,14159
34479,14159
34110,14159
33469,14159
34742,14159
32150,14159
33470,14159
36475,14159
42946,14159
31310,14159
32140,14159
35857,14159
32831,14159
35614,14159
34967,14159
34488,14159
36126,14159
32658,14159
34433,14159
37996,14159
43234,14159
